Dog Scraped,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
NAME,Street Address,City,State,Postal Code,Age,Breed,Email,Telephone,Image URL,Access URL
Zeke,,Fort Kent,ME,,Young,Doberman Pinscher,whiskersfunds@gmail.com,,https://dbw3zep4prcju.cloudfront.net/animal/5b48b58c-fdc7-4e17-9ca6-04565223b3cc/image/fed1f2e2-d9a6-489d-ac6b-f99d8c417e94.jpg?versionId=3.GTqlZtxEICZPWZxiZD.zd.okEhNAJ2&bust=1729806027&width=300,Click Here
Otis,,Fort Kent,ME,,Adult,Labrador Retriever Mix,whiskersfunds@gmail.com,844 869 2848,https://dbw3zep4prcju.cloudfront.net/animal/76a9323f-21fd-4695-a6ed-532abee8dda0/image/9ebc43dd-fde8-4316-999e-be836313f982.jpg?versionId=t8lax50MmcHxKpZWGDqbB4pOJsjdXCCK&bust=1729799981&width=300,Click Here
Red Sox,,Fort Kent,ME,,Adult,Labrador Retriever Mix,whiskersfunds@gmail.com,844 869 2848,https://dbw3zep4prcju.cloudfront.net/animal/d6d179ec-05f9-4b1c-90cb-e54b563fac69/image/5da6df23-9a25-4087-ada1-575f73d20337.jpg?versionId=34VL2iGgHnIFSUzVG_o7XUA.o2n_8jqC&bust=1729779059&width=300,Click Here
Achilles,,West Northfield,NS,,Adult,Doberman Pinscher,pawsacrossborders@gmail.com,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/73147859/1/?bust=1732785293&width=300,Click Here
Fenway,,West Northfield,NS,,Adult,Basset Hound,pawsacrossborders@gmail.com,,https://dbw3zep4prcju.cloudfront.net/animal/72aac0d2-49f5-4e3a-ba08-cb9829b10d5a/image/8787b1f8-a86a-43f4-a915-d41ffabc371e.jpg?versionId=6ZGd75qLw4M7B9pUoG7m_76cW15u9zvI&bust=1732648617&width=300,Click Here
Harry,,saint john,NB,,Adult,Pit Bull Terrier,southerndogsaver2@gmail.com,,https://dbw3zep4prcju.cloudfront.net/animal/03671cb7-13b8-4b83-a035-060a06b13b5e/image/46c38f85-cd64-4ebb-8a78-40bb32edc5a8.jpg?versionId=DnFnzJsNQH8lXmDNeXJV8kLxPeOoeg5D&bust=1732647207&width=300,Click Here
Murphy,,Good Corner,NB,,Young,Labrador Retriever Mix,adopthotn@gmail.com,,https://dbw3zep4prcju.cloudfront.net/animal/00ac39c6-384f-47e3-8243-dff999c1978e/image/0d129fda-aaa8-48f9-9c45-45febb5fc9d7.jpg?versionId=roMrWJtV2FF8_GxjKV7x8s2putxKjXy6&bust=1732429169&width=300,Click Here
Harriet,,Houlton,ME,,Puppy,Black Labrador Retriever Mix,therescuecoop@gmail.com,,https://dbw3zep4prcju.cloudfront.net/animal/5813962f-dac0-40d0-b476-e1601a5e75c2/image/d836abd6-133f-4ce5-9ce3-6ddfc93214f3.jpg?versionId=nyIDWUBg0zrW3Iq2pxeuyQFCHxQ0H9Xu&bust=1732231226&width=300,Click Here
Ghost,112 Prince William Street,St Stephen,NB,E3L 2X2,Adult,Boxer & Black Labrador Retriever Mix,msclark@nb.sympatico.ca,,https://dbw3zep4prcju.cloudfront.net/animal/96126ef5-53f9-4be0-95fd-18e7a78fdda8/image/ce024541-4e8b-49c3-8022-b629e435f340.jpg?versionId=Md0UXZ_2ttwD6NL45zDjVv8lGIfd_ADY&bust=1732230539&width=300,Click Here
Hoss,,Calais,ME,,Adult,German Shepherd Dog Mix,eyelemei@gmail.com,,https://dbw3zep4prcju.cloudfront.net/animal/6e923937-47a5-41c7-b058-3c7a5a10fa70/image/94975c57-8ae6-4b6b-a584-906032f858a3.jpg?versionId=b2swj0dLPqxfCHMMIR0HSE0C6s_I8mZb&bust=1732230358&width=300,Click Here
Bull,,Calais,ME,,Adult,Catahoula Leopard Dog,eyelemei@gmail.com,,https://dbw3zep4prcju.cloudfront.net/animal/eee70bfd-c867-441f-bd8c-705e84099183/image/7dfbaf5d-b83b-4d8f-8d2e-e3061f886bda.jpg?versionId=hCTWj_LOaHKilPgZhCTLnOiUeW9zzR.W&bust=1732229969&width=300,Click Here
